"","ResponseId","Duration (in seconds)","party","party_4_TEXT","anes_rep","anes_dem","anes_ind","anes_ind_force","SPV_1_meta_out_2","SPV_2_meta_out_2","SPV_3_meta_out_1","SPV_4_meta_out_2","out_corr_time_Page Submit","out_cont_time_Page Submit","manip_ck_1","SPV_1_2","SPV_2_2","SPV_3_1","SPV_4_2","ESPV_1_2","ESPV_2_2","ESPV_3_1","ft_rep_1","ft_dem_1","CSV_1_1","CSV_2_1","CSV_3_1","ancodi_1","ancodi_2","ancodi_3","rep_violence_1","dem_violence_1","sd_marriage_1","sd_friend_1","sd_work_1","sd_carpool_1","YOB","Gender","race","education","polit","religious","region","employed","income","ladder","screen_reason","condition","Inparty","Outparty","IP_dup","MID_dup","gc","SPV_self","SPV_meta_out","ESPV_avg","CSV_avg","ancodi","sd_avg","ft_out","ft_in","ft_diff","out_violence","in_violence","gender","age","stren","Education","Race","SPV_meta_over"
"320","R_2wTC8Sp6Rg4hGQZ",352,2,NA,NA,2,NA,NA,62,59,36,25,NA,12.852,20,4,2,3,2,21,3,7,34,66,32,50,45,18,14,59,5,0,15,0,0,0,1993,1,"white","Bachelors",3,3,4,2,45000,5,"none","out_control","Democrat","Republican",0,0,1,2.75,45.5,10.3333333333333,42.3333333333333,30.3333333333333,3.75,34,66,32,5,0,"Male",27,"Not strong","Bachelors","white",35.2
"321","R_czHOC7wfL1v0tsB",460,1,NA,1,NA,NA,NA,90,86,73,85,NA,13.4,89,0,0,0,0,0,0,0,95,20,100,100,100,82,62,83,0,100,0,0,0,0,1991,2,"white","Some college",6,6,3,7,45000,6,"none","out_control","Republican","Democrat",0,0,1,0,83.5,0,100,75.6666666666667,0,20,95,75,100,0,"Female",29,"Strong","Some college","white",74.2
"322","R_rkI4q67ckiVBFUl",916,1,NA,1,NA,NA,NA,13,9,5,14,40.915,NA,9,0,0,0,0,0,0,0,76,10,15,10,5,30,40,90,5,10,55,30,0,0,1959,1,"white","Graduate",6,6,3,1,225000,3,"none","out_correct","Republican","Democrat",0,0,1,0,10.25,0,10,53.3333333333333,21.25,10,76,66,10,5,"Male",61,"Strong","Graduate","white",0.949999999999999
"323","R_25A6jtkSXf3XX12",527,2,NA,NA,1,NA,NA,30,35,20,24,21.884,NA,60,25,25,10,0,75,0,20,0,100,100,100,91,100,100,100,60,0,90,75,50,85,1980,2,"white","Bachelors",1,7,2,1,150000,5,"none","out_correct","Democrat","Republican",0,0,1,15,27.25,31.6666666666667,97,100,75,0,100,100,60,0,"Female",40,"Strong","Bachelors","white",16.95
"324","R_10pjVAIJNkGj3a8",316,2,NA,NA,1,NA,NA,100,100,100,100,20.754,NA,20,0,0,0,0,0,0,0,0,100,90,91,91,100,100,100,86,0,100,100,100,100,1970,2,"black","Bachelors",1,7,3,2,5000,7,"none","out_correct","Democrat","Republican",0,0,1,0,100,0,90.6666666666667,100,100,0,100,100,86,0,"Female",50,"Strong","Bachelors","black",89.7
"325","R_3QGFoqDgu5Iyrby",293,2,NA,NA,1,NA,NA,75,60,40,45,22.957,NA,71,0,0,0,0,100,40,100,0,41,50,51,51,0,0,0,87,0,100,86,20,83,38,1,"white","Some college",1,1,1,1,150000,5,"none","out_correct","Democrat","Republican",0,0,1,0,55,80,50.6666666666667,0,72.25,0,41,41,87,0,"Male",38,"Strong","Some college","white",44.7
"326","R_211wibOQqVHIec8",597,1,NA,1,NA,NA,NA,60,40,20,20,NA,31.903,25,5,5,10,0,3,0,0,80,15,90,90,60,75,25,30,1,55,0,0,0,0,1972,1,"white","Graduate",6,3,3,1,150000,4,"none","out_control","Republican","Democrat",0,0,1,5,35,1,80,43.3333333333333,0,15,80,65,55,1,"Male",48,"Strong","Graduate","white",25.7
"327","R_3E0YvB57GYu7rfX",321,2,NA,NA,1,NA,NA,66,97,24,19,13.1,NA,21,4,9,2,2,100,100,20,0,89,54,55,50,0,0,0,31,1,81,61,65,86,1962,2,"white","Bachelors",2,1,4,1,55000,6,"none","out_correct","Democrat","Republican",0,0,1,4.25,51.5,73.3333333333333,53,0,73.25,0,89,89,31,1,"Female",58,"Strong","Bachelors","white",41.2
"328","R_3HAC6V1qxWMqWLb",392,1,NA,1,NA,NA,NA,1,0,0,0,NA,9.59,100,0,0,0,0,0,0,0,90,40,100,100,100,1,2,1,2,84,52,17,9,16,1990,2,"white","Some college",5,5,4,7,55000,8,"none","out_control","Republican","Democrat",0,0,1,0,0.25,0,100,1.33333333333333,23.5,40,90,50,84,2,"Female",30,"Strong","Some college","white",-9.05
"329","R_1i1ZcljZt6uImnr",527,2,NA,NA,1,NA,NA,0,10,0,0,48.95,NA,82,0,0,0,0,0,0,0,11,87,50,53,51,80,68,92,83,1,15,23,10,6,1978,2,"white","Some college",5,2,4,1,45000,5,"none","out_correct","Democrat","Republican",0,0,1,0,2.5,0,51.3333333333333,80,13.5,11,87,76,83,1,"Female",42,"Strong","Some college","white",-7.8
"330","R_31GABeezmIIfp5r",529,1,NA,1,NA,NA,NA,80,80,30,30,50.636,NA,0,0,12,10,30,0,71,9,100,16,61,59,59,90,51,83,69,30,100,100,98,100,1997,2,"white","Some college",7,5,2,1,95000,5,"none","out_correct","Republican","Democrat",0,0,1,13,55,26.6666666666667,59.6666666666667,74.6666666666667,99.5,16,100,84,30,69,"Female",23,"Strong","Some college","white",45.7
"331","R_xu5oIyISRYSfxhD",408,2,NA,NA,1,NA,NA,75,65,65,50,NA,8.852,64,15,15,2,10,30,20,20,5,70,80,60,50,85,80,85,25,9,70,75,50,50,1984,2,"other","Bachelors",2,1,1,1,225000,3,"none","out_control","Democrat","Republican",0,0,1,10.5,63.75,23.3333333333333,63.3333333333333,83.3333333333333,61.25,5,70,65,25,9,"Female",36,"Strong","Bachelors","other",53.45
"332","R_1gOWia0IS8vRQWr",505,2,NA,NA,1,NA,NA,54,69,64,34,NA,16.612,60,0,0,0,0,0,0,0,26,79,45,45,46,55,32,40,28,0,0,0,0,0,1954,2,"white","Some college",2,1,4,5,15000,7,"none","out_control","Democrat","Republican",0,0,1,0,55.25,0,45.3333333333333,42.3333333333333,0,26,79,53,28,0,"Female",66,"Strong","Some college","white",44.95
"333","R_1DusBUQBqi27gOL",245,2,NA,NA,1,NA,NA,11,16,9,18,NA,10.134,20,3,2,5,19,4,1,24,14,69,65,62,59,20,82,80,55,20,71,40,0,0,1988,2,"white","Bachelors",1,1,3,1,112500,5,"none","out_control","Democrat","Republican",0,0,1,7.25,13.5,9.66666666666667,62,60.6666666666667,27.75,14,69,55,55,20,"Female",32,"Strong","Bachelors","white",3.2
"334","R_1rJsDZAFnpumF4d",603,1,NA,1,NA,NA,NA,20,20,0,0,NA,13.052,10,0,5,5,0,0,0,0,95,75,NA,50,NA,15,15,20,10,10,20,10,15,15,1971,2,"white","Bachelors",6,6,2,1,150000,5,"none","out_control","Republican","Democrat",0,0,1,2.5,10,0,NA,16.6666666666667,15,75,95,20,10,10,"Female",49,"Strong","Bachelors","white",0.699999999999999
"335","R_udYhJGc6wDrzLcl",480,2,NA,NA,1,NA,NA,50,65,35,35,NA,14.542,46,20,25,65,100,100,90,100,0,90,3,10,10,100,100,100,100,35,93,21,16,30,1986,1,"white","Bachelors",1,1,4,1,95000,6,"none","out_control","Democrat","Republican",0,0,1,52.5,46.25,96.6666666666667,7.66666666666667,100,40,0,90,90,100,35,"Male",34,"Strong","Bachelors","white",35.95
"336","R_2sT2T9YWE07Vj0T",439,2,NA,NA,1,NA,NA,62,49,32,56,NA,17.156,54,0,0,0,0,4,22,0,49,90,36,13,43,39,46,1,61,9,46,44,13,18,1963,2,"black","Some college",6,6,3,8,25000,7,"none","out_control","Democrat","Republican",0,0,1,0,49.75,8.66666666666667,30.6666666666667,28.6666666666667,30.25,49,90,41,61,9,"Female",57,"Strong","Some college","black",39.45
"337","R_1pPxoVd2MrCaWm5",560,2,NA,NA,1,NA,NA,100,100,100,100,NA,17.714,100,80,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,1950,1,"white","Some college",1,1,4,5,25000,7,"none","out_control","Democrat","Republican",0,0,1,95,100,100,100,100,100,0,100,100,100,0,"Male",70,"Strong","Some college","white",89.7
"338","R_1gBbNSe3lcJcfqk",717,2,NA,NA,2,NA,NA,0,0,0,10,38.7,NA,10,0,0,0,0,70,0,40,40,60,35,35,15,37,0,38,95,35,40,10,25,20,1996,1,"white","Bachelors",3,1,2,6,25000,5,"none","out_correct","Democrat","Republican",0,0,1,0,2.5,36.6666666666667,28.3333333333333,25,23.75,40,60,20,95,35,"Male",24,"Not strong","Bachelors","white",-7.8
"339","R_1gRA4C4wX2Dq2ea",219,1,NA,2,NA,NA,NA,5,4,8,4,NA,6.169,5,9,6,4,1,4,3,5,52,52,3,1,4,3,16,14,0,4,3,3,3,7,1989,2,"white","Graduate",5,5,3,1,112500,4,"none","out_control","Republican","Democrat",0,0,1,5,5.25,4,2.66666666666667,11,4,52,52,0,4,0,"Female",31,"Not strong","Graduate","white",-4.05
"340","R_pgjzZ8UrCOkdLJT",460,1,NA,1,NA,NA,NA,10,10,5,15,NA,10.258,10,0,0,0,0,5,0,0,90,80,60,25,20,20,20,0,0,30,30,20,0,0,1987,1,"white","HS or less",5,7,3,4,15000,8,"none","out_control","Republican","Democrat",0,0,1,0,10,1.66666666666667,35,13.3333333333333,12.5,80,90,10,30,0,"Male",33,"Strong","HS or less","white",0.699999999999999
"341","R_XSdFxUeZrDiAsQ9",513,2,NA,NA,1,NA,NA,25,20,5,5,NA,19.567,13,0,0,0,0,100,0,0,0,85,60,51,50,51,56,84,75,0,19,30,7,9,1955,2,"black","Bachelors",2,2,3,5,112500,6,"none","out_control","Democrat","Republican",0,0,1,0,13.75,33.3333333333333,53.6666666666667,63.6666666666667,16.25,0,85,85,75,0,"Female",65,"Strong","Bachelors","black",3.45
"342","R_37X55uOg2ZF9zQB",532,2,NA,NA,2,NA,NA,20,20,20,24,25.316,NA,19,7,9,7,9,75,8,61,10,66,65,56,53,55,53,64,25,5,20,4,0,0,1987,1,"white","Graduate",2,2,4,1,187500,4,"none","out_correct","Democrat","Republican",0,0,1,8,21,48,58,57.3333333333333,6,10,66,56,25,5,"Male",33,"Not strong","Graduate","white",10.7
"343","R_1k2eCzQ4M7XqOyL",694,1,NA,2,NA,NA,NA,72,0,0,36,29.317,NA,75,0,0,0,0,0,0,0,61,9,60,10,9,20,10,30,5,5,0,0,0,0,1950,1,"white","Some college",5,4,1,5,65000,6,"none","out_correct","Republican","Democrat",0,0,1,0,27,0,26.3333333333333,20,0,9,61,52,5,5,"Male",70,"Not strong","Some college","white",17.7
"344","R_2bVoHiniQPAu269",494,1,NA,1,NA,NA,NA,22,0,30,20,21.743,NA,9,0,0,0,0,0,0,0,50,50,20,25,20,0,0,0,9,45,0,0,0,0,83,2,"white","Bachelors",7,7,2,7,85000,3,"none","out_correct","Republican","Democrat",0,0,1,0,18,0,21.6666666666667,0,0,50,50,0,45,9,"Female",83,"Strong","Bachelors","white",8.7
"345","R_vwsz505sr40ncjv",788,2,NA,NA,2,NA,NA,13,53,13,19,50.287,NA,10,0,3,0,0,0,0,5,53,61,50,47,49,2,4,2,4,3,0,0,0,0,1994,2,"white","Bachelors",3,5,2,1,35000,8,"none","out_correct","Democrat","Republican",0,0,1,0.75,24.5,1.66666666666667,48.6666666666667,2.66666666666667,0,53,61,8,4,3,"Female",26,"Not strong","Bachelors","white",14.2
"346","R_2nMcUBio1VrCe2t",340,2,NA,NA,2,NA,NA,91,75,62,66,NA,9.566,73,0,8,0,0,8,5,0,6,43,14,10,0,63,59,61,64,13,10,0,10,0,1988,1,"white","Graduate",2,1,4,1,150000,5,"none","out_control","Democrat","Republican",0,0,1,2,73.5,4.33333333333333,8,61,5,6,43,37,64,13,"Male",32,"Not strong","Graduate","white",63.2
"347","R_2zGrHN3QlXF8AuL",498,1,NA,1,NA,NA,NA,30,13,10,7,28.867,NA,9,2,4,2,2,4,6,3,71,17,52,51,51,7,2,8,3,13,1,4,5,5,1954,2,"white","Bachelors",7,6,3,5,85000,5,"none","out_correct","Republican","Democrat",0,0,1,2.5,15,4.33333333333333,51.3333333333333,5.66666666666667,3.75,17,71,54,13,3,"Female",66,"Strong","Bachelors","white",5.7
"348","R_2wNBWHrMLczOhDW",276,2,NA,NA,1,NA,NA,75,88,76,76,15.008,NA,26,0,14,12,13,23,25,23,24,75,64,59,63,75,87,77,65,16,23,29,31,34,1991,2,"asian","Graduate",1,1,2,1,187500,5,"none","out_correct","Democrat","Republican",0,0,1,9.75,78.75,23.6666666666667,62,79.6666666666667,29.25,24,75,51,65,16,"Female",29,"Strong","Graduate","asian",68.45
"349","R_1dgCGe0ie6k1ite",437,2,NA,NA,1,NA,NA,58,54,26,0,28.706,NA,16,0,0,0,0,11,9,0,19,96,51,51,51,12,20,12,30,12,0,0,0,0,1979,2,"white","Some college",2,1,1,1,35000,9,"none","out_correct","Democrat","Republican",0,0,1,0,34.5,6.66666666666667,51,14.6666666666667,0,19,96,77,30,12,"Female",41,"Strong","Some college","white",24.2
"350","R_yjYko0qznpFCnaF",419,2,NA,NA,1,NA,NA,61,72,49,30,26.396,NA,24,30,23,1,0,0,0,0,50,100,52,52,51,0,0,0,0,0,18,0,0,0,1985,1,"black","Some college",1,7,3,1,45000,8,"none","out_correct","Democrat","Republican",0,0,1,13.5,53,0,51.6666666666667,0,4.5,50,100,50,0,0,"Male",35,"Strong","Some college","black",42.7
"351","R_31dsxwbDBRjSAD4",633,2,NA,NA,1,NA,NA,90,0,80,0,40.433,NA,80,0,0,0,0,3,0,20,5,75,51,49,49,29,50,85,96,1,100,90,0,100,1981,1,"white","Some college",1,1,3,7,75000,7,"none","out_correct","Democrat","Republican",0,0,1,0,42.5,7.66666666666667,49.6666666666667,54.6666666666667,72.5,5,75,70,96,1,"Male",39,"Strong","Some college","white",32.2
"352","R_SC1sRnkJPL2aBrz",343,2,NA,NA,1,NA,NA,17,4,5,16,12.86,NA,7,0,7,7,0,7,13,9,4,87,55,51,50,19,23,23,21,14,81,86,64,77,1990,1,"white","Graduate",1,1,3,1,187500,4,"none","out_correct","Democrat","Republican",0,0,1,3.5,10.5,9.66666666666667,52,21.6666666666667,77,4,87,83,21,14,"Male",30,"Strong","Graduate","white",0.199999999999999
"353","R_1WSPlFMvMUpFFND",426,1,NA,1,NA,NA,NA,66,14,100,100,NA,28.216,100,4,0,5,4,61,25,0,81,12,25,24,56,100,100,100,0,33,100,70,100,100,1984,1,"white","Some college",6,5,1,4,55000,10,"none","out_control","Republican","Democrat",0,0,1,3.25,70,28.6666666666667,35,100,92.5,12,81,69,33,0,"Male",36,"Strong","Some college","white",60.7
"354","R_3OlFoa9CHMLYpli",554,1,NA,1,NA,NA,NA,30,30,20,90,NA,18.845,20,0,0,15,30,0,0,5,80,20,65,60,60,14,49,35,63,10,60,40,10,45,36,2,"white","Bachelors",7,7,3,7,45000,7,"none","out_control","Republican","Democrat",0,0,1,11.25,42.5,1.66666666666667,61.6666666666667,32.6666666666667,38.75,20,80,60,10,63,"Female",36,"Strong","Bachelors","white",33.2
"355","R_uaaBxzo42fb5ep3",380,2,NA,NA,1,NA,NA,60,66,55,41,21.796,NA,59,0,0,35,94,75,44,99,9,75,50,50,67,83,72,88,59,7,86,86,57,51,1968,1,"white","Bachelors",2,1,3,1,225000,3,"none","out_correct","Democrat","Republican",0,0,1,32.25,55.5,72.6666666666667,55.6666666666667,81,70,9,75,66,59,7,"Male",52,"Strong","Bachelors","white",45.2
"356","R_3Okol12DKsqryTG",430,1,NA,1,NA,NA,NA,66,78,65,56,13.236,NA,53,0,0,0,0,0,0,0,74,35,54,54,55,0,0,0,39,38,28,0,0,0,1988,2,"white","Bachelors",7,7,1,1,150000,4,"none","out_correct","Republican","Democrat",0,0,1,0,66.25,0,54.3333333333333,0,7,35,74,39,38,39,"Female",32,"Strong","Bachelors","white",56.95
"357","R_3R28WJGclpuboyN",663,2,NA,NA,1,NA,NA,8,6,5,10,50.188,NA,10,0,4,1,0,25,0,9,27,86,19,41,20,34,21,7,28,8,9,0,0,0,1955,2,"white","Graduate",2,6,3,5,75000,5,"none","out_correct","Democrat","Republican",0,0,1,1.25,7.25,11.3333333333333,26.6666666666667,20.6666666666667,2.25,27,86,59,28,8,"Female",65,"Strong","Graduate","white",-3.05
"358","R_1FxL2jadFm99ViT",674,1,NA,1,NA,NA,NA,43,60,68,80,32.517,NA,9,12,15,41,41,35,15,25,88,10,69,62,61,91,89,91,14,65,67,35,56,36,1978,2,"white","Some college",6,1,3,2,45000,5,"none","out_correct","Republican","Democrat",0,0,1,27.25,62.75,25,64,90.3333333333333,48.5,10,88,78,65,14,"Female",42,"Strong","Some college","white",53.45
"359","R_10BeO4xb7ryv8Mg",369,2,NA,NA,2,NA,NA,0,30,3,0,NA,8.602,2,0,0,2,0,0,0,0,49,51,49,51,51,25,25,25,35,55,0,0,0,0,1992,1,"white","Some college",3,4,1,4,25000,9,"none","out_control","Democrat","Republican",0,0,1,0.5,8.25,0,50.3333333333333,25,0,49,51,2,35,55,"Male",28,"Not strong","Some college","white",-2.05
"360","R_SItGIyOPoHm3Fe1",382,1,NA,1,NA,NA,NA,5,10,0,0,NA,38.288,0,0,5,0,0,0,1,0,80,55,10,5,0,65,30,6,25,35,0,0,0,10,1986,1,"white","Bachelors",6,6,2,1,112500,4,"none","out_control","Republican","Democrat",0,0,1,1.25,3.75,0.333333333333333,5,33.6666666666667,2.5,55,80,25,35,25,"Male",34,"Strong","Bachelors","white",-5.55
"361","R_u37syMxuoJSSXXH",355,2,NA,NA,1,NA,NA,15,15,10,50,23.01,NA,10,0,0,0,0,50,50,50,10,70,50,50,50,50,60,60,50,0,0,0,0,0,1987,2,"white","Bachelors",1,1,1,1,85000,6,"none","out_correct","Democrat","Republican",0,0,1,0,22.5,50,50,56.6666666666667,0,10,70,60,50,0,"Female",33,"Strong","Bachelors","white",12.2
"362","R_BwY34Ogbd4yUxSV",671,1,NA,1,NA,NA,NA,74,66,82,66,NA,7.818,73,27,9,40,10,0,12,3,100,100,10,14,5,38,38,39,17,82,18,24,31,23,1969,2,"white","HS or less",7,5,1,1,35000,5,"none","out_control","Republican","Democrat",0,0,1,21.5,72,5,9.66666666666667,38.3333333333333,24,100,100,0,82,17,"Female",51,"Strong","HS or less","white",62.7
"363","R_O9aCEuLVr4aYq2d",340,1,NA,1,NA,NA,NA,35,45,70,75,16.609,NA,15,0,0,0,0,20,0,20,90,20,50,50,50,69,51,40,0,80,60,62,0,8,1996,2,"white","Bachelors",6,3,3,1,55000,5,"none","out_correct","Republican","Democrat",0,0,1,0,56.25,13.3333333333333,50,53.3333333333333,32.5,20,90,70,80,0,"Female",24,"Strong","Bachelors","white",46.95
"364","R_3FRHMcrMRcD1nRj",386,1,NA,1,NA,NA,NA,77,63,70,82,20.882,NA,40,7,0,0,8,4,5,51,92,12,51,51,51,92,13,78,34,51,51,0,3,4,1977,2,"white","Bachelors",7,6,1,7,75000,7,"none","out_correct","Republican","Democrat",0,0,1,3.75,73,20,51,61,14.5,12,92,80,51,34,"Female",43,"Strong","Bachelors","white",63.7
"365","R_21jpFzuDAwVB9y4",481,1,NA,1,NA,NA,NA,50,19,57,60,37.096,NA,18,15,3,0,1,3,0,12,100,50,50,50,50,76,7,0,34,50,0,0,0,0,1995,2,"white","HS or less",7,5,3,7,35000,7,"none","out_correct","Republican","Democrat",0,0,1,4.75,46.5,5,50,27.6666666666667,0,50,100,50,50,34,"Female",25,"Strong","HS or less","white",37.2
"366","R_9LbZoRH8FxTee0p",687,2,NA,NA,1,NA,NA,35,30,35,25,43.888,NA,15,1,0,0,0,5,0,5,5,75,20,49,40,40,34,25,95,15,55,20,41,65,1975,1,"white","Bachelors",2,4,2,1,85000,5,"none","out_correct","Democrat","Republican",0,0,1,0.25,31.25,3.33333333333333,36.3333333333333,33,45.25,5,75,70,95,15,"Male",45,"Strong","Bachelors","white",20.95
"367","R_8IBYHGCawkCg8Vz",544,2,NA,NA,1,NA,NA,23,20,19,30,44.792,NA,10,0,0,0,1,0,0,0,29,72,32,22,39,20,51,51,0,11,51,35,47,61,1988,1,"white","Bachelors",3,4,1,1,45000,5,"none","out_correct","Democrat","Republican",0,0,1,0.25,23,0,31,40.6666666666667,48.5,29,72,43,0,11,"Male",32,"Strong","Bachelors","white",12.7
"368","R_3FJzCLNOTKii997",581,2,NA,NA,2,NA,NA,5,65,3,15,NA,17.456,30,0,15,25,35,45,15,95,22,38,90,90,95,45,20,30,4,1,66,35,5,0,1991,1,"other","Some college",1,1,4,2,35000,9,"none","out_control","Democrat","Republican",0,0,1,18.75,22,51.6666666666667,91.6666666666667,31.6666666666667,26.5,22,38,16,4,1,"Male",29,"Not strong","Some college","other",11.7
"369","R_2YeWvtfdulUbFYk",487,1,NA,1,NA,NA,NA,30,70,38,39,NA,12.609,40,20,0,30,40,71,14,71,55,0,61,54,60,100,51,75,18,51,91,70,29,30,1986,2,"white","Graduate",7,6,1,1,65000,5,"none","out_control","Republican","Democrat",0,0,1,22.5,44.25,52,58.3333333333333,75.3333333333333,55,0,55,55,51,18,"Female",34,"Strong","Graduate","white",34.95
"370","R_1lxZaWNfvGK5qEp",383,2,NA,NA,1,NA,NA,56,30,9,18,19.731,NA,10,2,0,6,0,4,0,0,33,76,21,32,3,57,34,30,36,0,46,33,33,5,1991,2,"white","Graduate",2,1,3,1,150000,4,"none","out_correct","Democrat","Republican",0,0,1,2,28.25,1.33333333333333,18.6666666666667,40.3333333333333,29.25,33,76,43,36,0,"Female",29,"Strong","Graduate","white",17.95
"371","R_2DNTHPqclpJtVIz",446,1,NA,2,NA,NA,NA,71,72,71,72,NA,13.031,72,0,1,0,0,0,0,0,71,30,38,38,43,19,30,30,0,0,30,10,0,0,1964,1,"white","Bachelors",5,5,3,1,112500,4,"none","out_control","Republican","Democrat",0,0,1,0.25,71.5,0,39.6666666666667,26.3333333333333,10,30,71,41,0,0,"Male",56,"Not strong","Bachelors","white",62.2
"372","R_31o21FS7JJAYomE",667,1,NA,2,NA,NA,NA,25,15,30,30,NA,29.306,25,0,0,0,0,0,0,0,60,25,45,45,45,25,30,30,5,0,60,40,10,30,1968,1,"white","Bachelors",5,1,4,1,95000,4,"none","out_control","Republican","Democrat",0,0,1,0,25,0,45,28.3333333333333,35,25,60,35,0,5,"Male",52,"Not strong","Bachelors","white",15.7
"373","R_5jN3lyV6PdJPyzn",394,1,NA,2,NA,NA,NA,0,15,25,10,NA,7.721,10,0,0,0,0,0,0,0,72,40,50,50,50,48,39,37,35,65,38,0,0,0,1974,1,"white","Graduate",6,6,3,1,95000,5,"none","out_control","Republican","Democrat",0,0,1,0,12.5,0,50,41.3333333333333,9.5,40,72,32,65,35,"Male",46,"Not strong","Graduate","white",3.2
"374","R_PTFKJd7ZaTe8v97",400,2,NA,NA,2,NA,NA,96,100,99,100,28.319,NA,62,0,0,1,0,0,0,0,92,92,50,50,50,0,84,0,61,0,0,0,0,0,1971,2,"black","HS or less",3,4,3,4,35000,8,"none","out_correct","Democrat","Republican",0,0,1,0.25,98.75,0,50,28,0,92,92,0,61,0,"Female",49,"Not strong","HS or less","black",88.45
"375","R_3hlvEJkfSyGlygQ",602,1,NA,1,NA,NA,NA,15,15,20,15,NA,15.458,26,0,0,0,0,0,0,0,90,13,60,50,50,30,40,90,5,0,100,89,60,60,1980,2,"white","Some college",6,7,3,7,150000,4,"none","out_control","Republican","Democrat",0,0,1,0,16.25,0,53.3333333333333,53.3333333333333,77.25,13,90,77,0,5,"Female",40,"Strong","Some college","white",6.95
"376","R_2upTY2U0gaDBWmN",893,1,NA,1,NA,NA,NA,92,80,73,75,64.649,NA,8,9,0,0,0,0,0,0,87,11,50,50,50,1,0,8,12,17,45,25,10,11,1950,2,"white","Some college",7,6,3,5,25000,8,"none","out_correct","Republican","Democrat",0,0,1,2.25,80,0,50,3,22.75,11,87,76,17,12,"Female",70,"Strong","Some college","white",70.7
"377","R_1DSTn7ZIIVLLVHy",911,1,NA,1,NA,NA,NA,80,91,83,88,53.959,NA,25,0,6,0,0,0,6,0,99,31,63,29,29,80,74,32,36,28,20,21,21,26,1965,2,"white","Graduate",5,4,3,1,85000,4,"none","out_correct","Republican","Democrat",0,0,1,1.5,85.5,2,40.3333333333333,62,22,31,99,68,28,36,"Female",55,"Strong","Graduate","white",76.2
"378","R_3PhTORlkYQm8NgJ",398,2,NA,NA,1,NA,NA,35,30,70,40,NA,6.473,75,0,0,0,0,0,0,10,0,90,50,100,100,60,80,30,60,20,40,0,5,5,1967,2,"white","Graduate",2,2,3,1,112500,5,"none","out_control","Democrat","Republican",0,0,1,0,43.75,3.33333333333333,83.3333333333333,56.6666666666667,12.5,0,90,90,60,20,"Female",53,"Strong","Graduate","white",33.45
"379","R_3P817iAF5OkYOc6",616,2,NA,NA,1,NA,NA,85,90,70,70,33.21,NA,10,0,0,0,0,0,0,0,10,80,0,0,0,30,30,30,61,0,70,70,60,45,1979,1,"white","Bachelors",2,2,4,2,35000,8,"none","out_correct","Democrat","Republican",0,0,1,0,78.75,0,0,30,61.25,10,80,70,61,0,"Male",41,"Strong","Bachelors","white",68.45
"380","R_3IXBqiffM3DY36s",590,2,NA,NA,1,NA,NA,59,63,42,42,26.878,NA,38,6,8,2,3,32,30,16,4,77,23,56,11,55,57,64,22,7,62,53,42,57,52,1,"white","Some college",2,1,4,1,45000,6,"none","out_correct","Democrat","Republican",0,0,1,4.75,51.5,26,30,58.6666666666667,53.5,4,77,73,22,7,"Male",52,"Strong","Some college","white",41.2
"381","R_qPmjiWIOTRkSaiZ",786,2,NA,NA,1,NA,NA,5,11,40,0,NA,27.53,5,0,0,0,0,0,0,0,40,95,39,50,40,40,40,40,30,0,30,30,30,30,1946,1,"black","Bachelors",2,6,1,4,15000,8,"none","out_control","Democrat","Republican",0,0,1,0,14,0,43,40,30,40,95,55,30,0,"Male",74,"Strong","Bachelors","black",3.7
"382","R_PNIZpryNelpwGbL",447,2,NA,NA,1,NA,NA,34,40,19,45,23.398,NA,14,0,0,0,0,0,0,0,19,67,51,52,50,29,45,36,30,9,0,0,0,0,1993,2,"white","Graduate",2,1,3,6,25000,5,"none","out_correct","Democrat","Republican",0,0,1,0,34.5,0,51,36.6666666666667,0,19,67,48,30,9,"Female",27,"Strong","Graduate","white",24.2
"383","R_3g6lmgpxjqFprPg",1555,1,NA,1,NA,NA,NA,12,40,15,20,NA,30.71,15,0,0,0,0,0,5,0,90,30,60,85,51,30,40,40,5,30,20,10,0,5,1960,2,"white","Some college",6,1,3,2,15000,7,"none","out_control","Republican","Democrat",0,0,1,0,21.75,1.66666666666667,65.3333333333333,36.6666666666667,8.75,30,90,60,30,5,"Female",60,"Strong","Some college","white",12.45
"384","R_25BDXOkaoGXiwWG",708,1,NA,1,NA,NA,NA,37,28,28,29,NA,17.126,30,15,10,15,0,0,0,0,50,50,80,80,55,0,0,0,50,10,10,0,0,0,1983,2,"white","Bachelors",6,7,3,7,85000,4,"none","out_control","Republican","Democrat",0,0,1,10,30.5,0,71.6666666666667,0,2.5,50,50,0,10,50,"Female",37,"Strong","Bachelors","white",21.2
"385","R_2YJt5HcKtdjU0ai",617,1,NA,1,NA,NA,NA,0,0,0,0,25.016,NA,9,0,0,0,0,0,0,0,80,19,50,50,50,0,0,70,0,0,5,0,0,0,1947,2,"white","Some college",6,4,3,5,45000,7,"none","out_correct","Republican","Democrat",0,0,1,0,0,0,50,23.3333333333333,1.25,19,80,61,0,0,"Female",73,"Strong","Some college","white",-9.3
